,mBERT,Chinese-BERT,MacBERT,XLM-R-base,XLM-R-large,ERNIE-3.0,UER-tiny,UER-small
鉛,True,True,True,False,False,True,True,True
鉜,False,False,False,False,False,True,False,False
鉝,False,False,False,False,False,True,False,False
鉞,True,False,False,False,False,True,False,False
鉟,False,False,False,False,False,True,False,False
鉠,False,False,False,False,False,True,False,False
鉡,False,False,False,False,False,True,False,False
鉢,True,False,False,False,False,True,False,False
鉣,False,False,False,False,False,True,False,False
鉤,True,True,True,False,False,True,True,True
鉥,False,False,False,False,False,True,False,False
鉦,False,False,False,False,False,True,False,False
鉧,False,False,False,False,False,True,False,False
鉨,False,False,False,False,False,True,False,False
鉩,False,False,False,False,False,True,False,False
鉪,False,False,False,False,False,True,False,False
鉫,False,False,False,False,False,True,False,False
鉬,False,False,False,False,False,True,False,False
鉭,False,False,False,False,False,True,False,False
鉮,False,False,False,False,False,True,False,False
鉯,False,False,False,False,False,True,False,False
鉰,False,False,False,False,False,True,False,False
鉱,True,False,False,False,False,True,False,False
鉲,False,False,False,False,False,True,False,False
鉳,False,False,False,False,False,True,False,False
鉴,True,True,True,False,False,True,True,True
鉵,False,False,False,False,False,True,False,False
鉶,False,False,False,False,False,True,False,False
鉷,False,False,False,False,False,True,False,False
鉸,False,False,False,False,False,True,False,False
鉹,False,False,False,False,False,True,False,False
鉺,False,False,False,False,False,True,False,False
鉻,True,True,True,False,False,True,True,True
鉼,False,False,False,False,False,True,False,False
鉽,False,False,False,False,False,True,False,False
鉾,True,False,False,False,False,True,False,False
鉿,False,False,False,False,False,True,False,False
銀,True,True,True,False,False,True,True,True
銁,False,False,False,False,False,True,False,False
銂,False,False,False,False,False,True,False,False
銃,True,True,True,False,False,True,True,True
銄,False,False,False,False,False,True,False,False
銅,True,True,True,False,False,True,True,True
銆,False,False,False,False,False,True,False,False
銇,False,False,False,False,False,True,False,False
銈,False,False,False,False,False,True,False,False
銉,False,False,False,False,False,True,False,False
銊,False,False,False,False,False,True,False,False
銋,False,False,False,False,False,True,False,False
銌,False,False,False,False,False,True,False,False
銍,False,False,False,False,False,True,False,False
銎,False,False,False,False,False,True,False,False
銏,False,False,False,False,False,True,False,False
銐,False,False,False,False,False,True,False,False
銑,True,True,True,False,False,True,True,True
銒,False,False,False,False,False,True,False,False
銓,True,True,True,False,False,True,True,True
銔,False,False,False,False,False,True,False,False
銕,False,False,False,False,False,True,False,False
銖,True,True,True,False,False,True,True,True
銗,False,False,False,False,False,True,False,False
銘,True,True,True,False,False,True,True,True
銙,False,False,False,False,False,True,False,False
銚,True,False,False,False,False,True,False,False
銛,False,False,False,False,False,True,False,False
銜,True,True,True,False,False,True,True,True
銝,False,False,False,False,False,True,False,False
銞,False,False,False,False,False,True,False,False
銟,False,False,False,False,False,True,False,False
銠,False,False,False,False,False,True,False,False
銡,False,False,False,False,False,True,False,False
銢,False,False,False,False,False,True,False,False
銣,False,False,False,False,False,True,False,False
銤,False,False,False,False,False,True,False,False
銥,False,False,False,False,False,True,False,False
銦,False,False,False,False,False,True,False,False
銧,False,False,False,False,False,True,False,False
銨,True,False,False,False,False,True,False,False
銩,False,False,False,False,False,True,False,False
銪,False,False,False,False,False,True,False,False
銫,False,False,False,False,False,True,False,False
銬,False,True,True,False,False,True,True,True
銭,True,True,True,False,False,True,True,True
銮,True,True,True,False,False,True,True,True
銯,False,False,False,False,False,True,False,False
銰,False,False,False,False,False,True,False,False
銱,False,False,False,False,False,True,False,False
銲,False,False,False,False,False,True,False,False
銳,True,True,True,False,False,True,True,True
銴,False,False,False,False,False,True,False,False
銵,False,False,False,False,False,True,False,False
銶,False,False,False,False,False,True,False,False
銷,True,True,True,False,False,True,True,True
銸,False,False,False,False,False,True,False,False
銹,True,True,True,False,False,True,True,True
銺,False,False,False,False,False,True,False,False
銻,False,False,False,False,False,True,False,False
銼,False,False,False,False,False,True,False,False
銽,False,False,False,False,False,True,False,False
銾,False,False,False,False,False,True,False,False
銿,False,False,False,False,False,True,False,False
鋀,False,False,False,False,False,True,False,False
鋁,True,True,True,False,False,True,True,True
鋂,False,False,False,False,False,True,False,False
鋃,False,False,False,False,False,True,False,False
鋄,False,False,False,False,False,True,False,False
鋅,True,True,True,False,False,True,True,True
鋆,False,False,False,False,False,True,False,False
鋇,False,False,False,False,False,True,False,False
鋈,False,False,False,False,False,True,False,False
鋉,False,False,False,False,False,True,False,False
鋊,False,False,False,False,False,True,False,False
鋋,False,False,False,False,False,True,False,False
鋌,False,False,False,False,False,True,False,False
鋍,False,False,False,False,False,True,False,False
鋎,False,False,False,False,False,True,False,False
鋏,True,False,False,False,False,True,False,False
鋐,False,False,False,False,False,True,False,False
鋑,False,False,False,False,False,True,False,False
鋒,True,True,True,False,False,True,True,True
鋓,False,False,False,False,False,True,False,False
鋔,False,False,False,False,False,True,False,False
鋕,False,False,False,False,False,True,False,False
鋖,False,False,False,False,False,True,False,False
鋗,False,False,False,False,False,True,False,False
鋘,False,False,False,False,False,True,False,False
鋙,False,False,False,False,False,True,False,False
鋚,False,False,False,False,False,True,False,False
鋛,False,False,False,False,False,True,False,False
鋜,False,False,False,False,False,True,False,False
鋝,False,False,False,False,False,True,False,False
鋞,False,False,False,False,False,True,False,False
鋟,False,False,False,False,False,True,False,False
鋠,False,False,False,False,False,True,False,False
鋡,False,False,False,False,False,True,False,False
鋢,False,False,False,False,False,True,False,False
鋣,False,False,False,False,False,True,False,False
鋤,True,True,True,False,False,True,True,True
鋥,False,False,False,False,False,True,False,False
鋦,False,False,False,False,False,True,False,False
鋧,False,False,False,False,False,True,False,False
鋨,False,False,False,False,False,True,False,False
鋩,False,False,False,False,False,True,False,False
鋪,True,True,True,False,False,True,True,True
鋫,False,False,False,False,False,True,False,False
鋬,False,False,False,False,False,True,False,False
鋭,True,False,False,False,False,True,False,False
鋮,False,False,False,False,False,True,False,False
鋯,False,False,False,False,False,True,False,False
鋰,True,True,True,False,False,True,True,True
鋱,False,False,False,False,False,True,False,False
鋲,False,False,False,False,False,True,False,False
鋳,True,False,False,False,False,True,False,False
鋴,False,False,False,False,False,True,False,False
鋵,False,False,False,False,False,True,False,False
鋶,False,False,False,False,False,True,False,False
鋷,False,False,False,False,False,True,False,False
鋸,True,True,True,False,False,True,True,True
鋹,False,False,False,False,False,True,False,False
鋺,False,False,False,False,False,True,False,False
鋻,False,False,False,False,False,True,False,False
鋼,True,True,True,False,False,True,True,True
鋽,False,False,False,False,False,True,False,False
鋾,False,False,False,False,False,True,False,False
鋿,False,False,False,False,False,True,False,False
錀,False,False,False,False,False,True,False,False
錁,False,False,False,False,False,True,False,False
錂,False,False,False,False,False,True,False,False
錃,False,False,False,False,False,True,False,False
錄,True,True,True,False,False,True,True,True
錅,False,False,False,False,False,True,False,False
錆,True,False,False,False,False,True,False,False
錇,False,False,False,False,False,True,False,False
錈,False,False,False,False,False,True,False,False
錉,False,False,False,False,False,True,False,False
錊,False,False,False,False,False,True,False,False
錋,False,False,False,False,False,True,False,False
錌,False,False,False,False,False,True,False,False
錍,False,False,False,False,False,True,False,False
錎,False,False,False,False,False,True,False,False
錏,False,False,False,False,False,True,False,False
錐,True,True,True,False,False,True,True,True
錑,False,False,False,False,False,True,False,False
錒,False,False,False,False,False,True,False,False
錓,False,False,False,False,False,True,False,False
錔,False,False,False,False,False,True,False,False
錕,True,False,False,False,False,True,False,False
錖,False,False,False,False,False,True,False,False
錗,False,False,False,False,False,True,False,False
錘,True,True,True,False,False,True,True,True
錙,False,False,False,False,False,True,False,False
錚,True,True,True,False,False,True,True,True
錛,False,False,False,False,False,True,False,False
錜,False,False,False,False,False,True,False,False
錝,False,False,False,False,False,True,False,False
錞,False,False,False,False,False,True,False,False
錟,False,False,False,False,False,True,False,False
錠,True,True,True,False,False,True,True,True
錡,False,False,False,False,False,True,False,False
錢,True,True,True,False,False,True,True,True
錣,False,False,False,False,False,True,False,False
錤,False,False,False,False,False,True,False,False
錥,False,False,False,False,False,True,False,False
錦,True,True,True,False,False,True,True,True
錧,False,False,False,False,False,True,False,False
錨,True,True,True,False,False,True,True,True
錩,False,False,False,False,False,True,False,False
錪,False,False,False,False,False,True,False,False
錫,True,True,True,False,False,True,True,True
錬,True,False,False,False,False,True,False,False
錭,False,False,False,False,False,True,False,False
錮,True,True,True,False,False,True,True,True
錯,True,True,True,False,False,True,True,True
錰,False,False,False,False,False,True,False,False
錱,False,False,False,False,False,True,False,False
録,True,True,True,False,False,True,True,True
錳,True,True,True,False,False,True,True,True
錴,False,False,False,False,False,True,False,False
錵,False,False,False,False,False,True,False,False
錶,True,True,True,False,False,True,True,True
錷,False,False,False,False,False,True,False,False
錸,False,False,False,False,False,True,False,False
錹,False,False,False,False,False,True,False,False
錺,False,False,False,False,False,True,False,False
錻,False,False,False,False,False,True,False,False
錼,False,False,False,False,False,True,False,False
錽,False,False,False,False,False,True,False,False
錾,False,False,False,False,False,True,False,False
錿,False,False,False,False,False,True,False,False
鍀,False,False,False,False,False,True,False,False
鍁,False,False,False,False,False,True,False,False
鍂,False,False,False,False,False,True,False,False
鍃,False,False,False,False,False,True,False,False
鍄,False,False,False,False,False,True,False,False
鍅,False,False,False,False,False,True,False,False
鍆,False,False,False,False,False,True,False,False
鍇,False,False,False,False,False,True,False,False
鍈,False,False,False,False,False,True,False,False
鍉,False,False,False,False,False,True,False,False
鍊,True,True,True,False,False,True,True,True
鍋,True,True,True,False,False,True,True,True
鍌,False,False,False,False,False,True,False,False
鍍,True,True,True,False,False,True,True,True
鍎,False,False,False,False,False,True,False,False
鍏,False,False,False,False,False,True,False,False
鍐,False,False,False,False,False,True,False,False
鍑,False,False,False,False,False,True,False,False
鍒,False,False,False,False,False,True,False,False
鍓,False,False,False,False,False,True,False,False
鍔,True,False,False,False,False,True,False,False
鍕,False,False,False,False,False,True,False,False
鍖,False,False,False,False,False,True,False,False
鍗,False,False,False,False,False,True,False,False
鍘,False,False,False,False,False,True,False,False
鍙,False,False,False,False,False,True,False,False
鍚,False,False,False,False,False,True,False,False
鍛,True,True,True,False,False,True,True,True
鍜,False,False,False,False,False,True,False,False
鍝,False,False,False,False,False,True,False,False
鍞,False,False,False,False,False,True,False,False
鍟,False,False,False,False,False,True,False,False
鍠,False,False,False,False,False,True,False,False
鍡,False,False,False,False,False,True,False,False
鍢,False,False,False,False,False,True,False,False
鍣,False,False,False,False,False,True,False,False
鍤,False,False,False,False,False,True,False,False
鍥,False,True,True,False,False,True,True,True
鍦,False,False,False,False,False,True,False,False
鍧,False,False,False,False,False,True,False,False
鍨,False,False,False,False,False,True,False,False
鍩,False,False,False,False,False,True,False,False
鍪,False,False,False,False,False,True,False,False
鍫,False,False,False,False,False,True,False,False
鍬,True,False,False,False,False,True,False,False
鍭,False,False,False,False,False,True,False,False
鍮,True,False,False,False,False,True,False,False
鍯,False,False,False,False,False,True,False,False
鍰,False,True,True,False,False,True,True,True
鍱,False,False,False,False,False,True,False,False
鍲,False,False,False,False,False,True,False,False
鍳,False,False,False,False,False,True,False,False
鍴,False,False,False,False,False,True,False,False
鍵,True,True,True,False,False,True,True,True
鍶,False,False,False,False,False,True,False,False
鍷,False,False,False,False,False,True,False,False
鍸,False,False,False,False,False,True,False,False
鍹,False,False,False,False,False,True,False,False
鍺,False,True,True,False,False,True,True,True
鍻,False,False,False,False,False,True,False,False
鍼,True,False,False,False,False,True,False,False
鍽,False,False,False,False,False,True,False,False
鍾,True,True,True,False,False,True,True,True
鍿,False,False,False,False,False,True,False,False
鎀,False,False,False,False,False,True,False,False
鎁,False,False,False,False,False,True,False,False
鎂,True,True,True,False,False,True,True,True
鎃,False,False,False,False,False,True,False,False
鎄,False,False,False,False,False,True,False,False
鎅,False,False,False,False,False,True,False,False
鎆,False,False,False,False,False,True,False,False
鎇,False,False,False,False,False,True,False,False
鎈,False,False,False,False,False,True,False,False
鎉,False,False,False,False,False,True,False,False
鎊,True,True,True,False,False,True,True,True
鎋,False,False,False,False,False,True,False,False
鎌,True,True,True,False,False,True,True,True
鎍,False,False,False,False,False,True,False,False
鎎,False,False,False,False,False,True,False,False
鎏,True,True,True,False,False,True,True,True
鎐,False,False,False,False,False,True,False,False
鎑,False,False,False,False,False,True,False,False
鎒,False,False,False,False,False,True,False,False
鎓,False,False,False,False,False,True,False,False
鎔,True,True,True,False,False,True,True,True
鎕,False,False,False,False,False,True,False,False
鎖,True,True,True,False,False,True,True,True
鎗,True,True,True,False,False,True,True,True
鎘,False,False,False,False,False,True,False,False
鎙,False,False,False,False,False,True,False,False
鎚,True,True,True,False,False,True,True,True
鎛,False,False,False,False,False,True,False,False
鎜,False,False,False,False,False,True,False,False
鎝,False,False,False,False,False,True,False,False
鎞,False,False,False,False,False,True,False,False
鎟,False,False,False,False,False,True,False,False
鎠,False,False,False,False,False,True,False,False
鎡,False,False,False,False,False,True,False,False
鎢,True,False,False,False,False,True,False,False
鎣,False,False,False,False,False,True,False,False
鎤,False,False,False,False,False,True,False,False
鎥,False,False,False,False,False,True,False,False
鎦,False,False,False,False,False,True,False,False
鎧,True,True,True,False,False,True,True,True
鎨,False,False,False,False,False,True,False,False
鎩,False,False,False,False,False,True,False,False
鎪,False,False,False,False,False,True,False,False
鎫,False,False,False,False,False,True,False,False
鎬,True,True,True,False,False,True,True,True
鎭,True,False,False,False,False,True,False,False
鎮,True,True,True,False,False,True,True,True
鎯,False,False,False,False,False,True,False,False
鎰,False,False,False,False,False,True,False,False
鎱,False,False,False,False,False,True,False,False
鎲,False,False,False,False,False,True,False,False
鎳,True,True,True,False,False,True,True,True
鎴,False,False,False,False,False,True,False,False
鎵,False,False,False,False,False,True,False,False
鎶,False,False,False,False,False,True,False,False
鎷,False,False,False,False,False,True,False,False
鎸,False,False,False,False,False,True,False,False
鎹,False,False,False,False,False,True,False,False
鎺,False,False,False,False,False,True,False,False
鎻,False,False,False,False,False,True,False,False
鎼,False,False,False,False,False,True,False,False
鎽,False,False,False,False,False,True,False,False
鎾,False,False,False,False,False,True,False,False
鎿,False,False,False,False,False,True,False,False
鏀,False,False,False,False,False,True,False,False
鏁,False,False,False,False,False,True,False,False
鏂,False,False,False,False,False,True,False,False
鏃,True,False,False,False,False,True,False,False
鏄,False,False,False,False,False,True,False,False
鏅,False,False,False,False,False,True,False,False
鏆,False,False,False,False,False,True,False,False
鏇,False,False,False,False,False,True,False,False
鏈,True,True,True,False,False,True,True,True
鏉,False,False,False,False,False,True,False,False
鏊,False,False,False,False,False,True,False,False
鏋,False,False,False,False,False,True,False,False
鏌,False,False,False,False,False,True,False,False
鏍,False,False,False,False,False,True,False,False
鏎,False,False,False,False,False,True,False,False
鏏,False,False,False,False,False,True,False,False
鏐,False,False,False,False,False,True,False,False
鏑,True,False,False,False,False,True,False,False
鏒,False,False,False,False,False,True,False,False
鏓,False,False,False,False,False,True,False,False
鏔,False,False,False,False,False,True,False,False
鏕,False,False,False,False,False,True,False,False
鏖,False,True,True,False,False,True,True,True
鏗,True,True,True,False,False,True,True,True
鏘,False,True,True,False,False,True,True,True
鏙,False,False,False,False,False,True,False,False
鏚,False,False,False,False,False,True,False,False
鏛,False,False,False,False,False,True,False,False
鏜,False,False,False,False,False,True,False,False
鏝,False,False,False,False,False,True,False,False
鏞,True,True,True,False,False,True,True,True
鏟,True,True,True,False,False,True,True,True
鏠,False,False,False,False,False,True,False,False
鏡,True,True,True,False,False,True,True,True
鏢,True,True,True,False,False,True,True,True
鏣,False,False,False,False,False,True,False,False
鏤,False,True,True,False,False,True,True,True
鏥,False,False,False,False,False,True,False,False
鏦,False,False,False,False,False,True,False,False
鏧,False,False,False,False,False,True,False,False
鏨,False,False,False,False,False,True,False,False
鏩,False,False,False,False,False,True,False,False
鏪,False,False,False,False,False,True,False,False
鏫,False,False,False,False,False,True,False,False
鏬,False,False,False,False,False,True,False,False
鏭,False,False,False,False,False,True,False,False
鏮,False,False,False,False,False,True,False,False
鏯,False,False,False,False,False,True,False,False
鏰,False,False,False,False,False,True,False,False
鏱,False,False,False,False,False,True,False,False
鏲,False,False,False,False,False,True,False,False
鏳,False,False,False,False,False,True,False,False
鏴,False,False,False,False,False,True,False,False
鏵,False,False,False,False,False,True,False,False
鏶,False,False,False,False,False,True,False,False
鏷,False,False,False,False,False,True,False,False
鏸,False,False,False,False,False,True,False,False
鏹,False,False,False,False,False,True,False,False
鏺,False,False,False,False,False,True,False,False
鏻,False,False,False,False,False,True,False,False
鏼,False,False,False,False,False,True,False,False
鏽,True,True,True,False,False,True,True,True
鏾,False,False,False,False,False,True,False,False
鏿,False,False,False,False,False,True,False,False
鐀,False,False,False,False,False,True,False,False
鐁,False,False,False,False,False,True,False,False
鐂,False,False,False,False,False,True,False,False
鐃,False,False,False,False,False,True,False,False
鐄,False,False,False,False,False,True,False,False
鐅,False,False,False,False,False,True,False,False
鐆,False,False,False,False,False,True,False,False
鐇,False,False,False,False,False,True,False,False
鐈,False,False,False,False,False,True,False,False
鐉,False,False,False,False,False,True,False,False
鐊,False,False,False,False,False,True,False,False
鐋,False,False,False,False,False,True,False,False
鐌,False,False,False,False,False,True,False,False
鐍,False,False,False,False,False,True,False,False
鐎,False,False,False,False,False,True,False,False
鐏,False,False,False,False,False,True,False,False
鐐,False,False,False,False,False,True,False,False
鐑,False,False,False,False,False,True,False,False
鐒,False,False,False,False,False,True,False,False
鐓,False,False,False,False,False,True,False,False
鐔,False,False,False,False,False,True,False,False
鐕,False,False,False,False,False,True,False,False
鐖,False,False,False,False,False,True,False,False
鐗,False,False,False,False,False,True,False,False
鐘,True,True,True,False,False,True,True,True
鐙,False,False,False,False,False,True,False,False
鐚,False,False,False,False,False,True,False,False
鐛,False,False,False,False,False,True,False,False
鐜,False,False,False,False,False,True,False,False
鐝,False,False,False,False,False,True,False,False
鐞,False,False,False,False,False,True,False,False
鐟,False,False,False,False,False,True,False,False
鐠,False,False,False,False,False,True,False,False
鐡,False,False,False,False,False,True,False,False
鐢,False,False,False,False,False,True,False,False
鐣,False,False,False,False,False,True,False,False
鐤,False,False,False,False,False,True,False,False
鐥,False,False,False,False,False,True,False,False
鐦,False,False,False,False,False,True,False,False
鐧,False,False,False,False,False,True,False,False
鐨,False,False,False,False,False,True,False,False
鐩,False,False,False,False,False,True,False,False
鐪,False,False,False,False,False,True,False,False
鐫,False,False,False,False,False,True,False,False
鐬,False,False,False,False,False,True,False,False
鐭,False,False,False,False,False,True,False,False
鐮,True,True,True,False,False,True,True,True
鐯,False,False,False,False,False,True,False,False
鐰,False,False,False,False,False,True,False,False
鐱,False,False,False,False,False,True,False,False
鐲,False,True,True,False,False,True,True,True
鐳,True,True,True,False,False,True,True,True
鐴,False,False,False,False,False,True,False,False
鐵,True,True,True,False,False,True,True,True
鐶,False,False,False,False,False,True,False,False
鐷,False,False,False,False,False,True,False,False
鐸,True,True,True,False,False,True,True,True
鐹,False,False,False,False,False,True,False,False
鐺,False,True,True,False,False,True,True,True
鐻,False,False,False,False,False,True,False,False
鐼,False,False,False,False,False,True,False,False
鐽,False,False,False,False,False,True,False,False
鐾,False,False,False,False,False,True,False,False
鐿,False,False,False,False,False,True,False,False
鑀,False,False,False,False,False,True,False,False
鑁,False,False,False,False,False,True,False,False
鑂,False,False,False,False,False,True,False,False
鑃,False,False,False,False,False,True,False,False
鑄,True,True,True,False,False,True,True,True
鑅,False,False,False,False,False,True,False,False
鑆,False,False,False,False,False,True,False,False
鑇,False,False,False,False,False,True,False,False
鑈,False,False,False,False,False,True,False,False
鑉,False,False,False,False,False,True,False,False
鑊,False,True,True,False,False,True,True,True
鑋,False,False,False,False,False,True,False,False
鑌,False,False,False,False,False,True,False,False
鑍,False,False,False,False,False,True,False,False
鑎,False,False,False,False,False,True,False,False
鑏,False,False,False,False,False,True,False,False
鑐,False,False,False,False,False,True,False,False
鑑,True,True,True,False,False,True,True,True
鑒,True,True,True,False,False,True,True,True
鑓,False,False,False,False,False,True,False,False
鑔,False,False,False,False,False,True,False,False
鑕,False,False,False,False,False,True,False,False
鑖,False,False,False,False,False,True,False,False
鑗,False,False,False,False,False,True,False,False
鑘,False,False,False,False,False,True,False,False
鑙,False,False,False,False,False,True,False,False
鑚,False,False,False,False,False,True,False,False
鑛,False,False,False,False,False,True,False,False
鑜,False,False,False,False,False,True,False,False
鑝,False,False,False,False,False,True,False,False
鑞,False,False,False,False,False,True,False,False
鑟,False,False,False,False,False,True,False,False
鑠,False,False,False,False,False,True,False,False
鑡,False,False,False,False,False,True,False,False
鑢,False,False,False,False,False,True,False,False
鑣,True,True,True,False,False,True,True,True
鑤,False,False,False,False,False,True,False,False
鑥,False,False,False,False,False,True,False,False
鑦,False,False,False,False,False,True,False,False
鑧,False,False,False,False,False,True,False,False
鑨,False,False,False,False,False,True,False,False
鑩,False,False,False,False,False,True,False,False
鑪,False,False,False,False,False,True,False,False
鑫,True,True,True,False,False,True,True,True
鑬,False,False,False,False,False,True,False,False
鑭,False,False,False,False,False,True,False,False
鑮,False,False,False,False,False,True,False,False
鑯,False,False,False,False,False,True,False,False
鑰,True,True,True,False,False,True,True,True
鑱,False,False,False,False,False,True,False,False
鑲,True,True,True,False,False,True,True,True
鑳,False,False,False,False,False,True,False,False
鑴,False,False,False,False,False,True,False,False
鑵,False,False,False,False,False,True,False,False
鑶,False,False,False,False,False,True,False,False
鑷,False,False,False,False,False,True,False,False
鑸,False,False,False,False,False,True,False,False
鑹,False,False,False,False,False,True,False,False
鑺,False,False,False,False,False,True,False,False
鑻,False,False,False,False,False,True,False,False
鑼,True,True,True,False,False,True,True,True
鑽,True,True,True,False,False,True,True,True
鑾,True,True,True,False,False,True,True,True
鑿,True,True,True,False,False,True,True,True
钀,False,False,False,False,False,True,False,False
钁,False,False,False,False,False,True,False,False
钂,False,False,False,False,False,True,False,False
钃,False,False,False,False,False,True,False,False
钄,False,False,False,False,False,True,False,False
钅,False,False,False,False,False,True,False,False
钆,False,False,False,False,False,True,False,False
钇,False,False,False,False,False,True,False,False
针,True,True,True,False,False,True,True,True
钉,True,True,True,False,False,True,True,True
钊,True,True,True,False,False,True,True,True
钋,False,False,False,False,False,True,False,False
钌,False,False,False,False,False,True,False,False
钍,False,False,False,False,False,True,False,False
钎,False,True,True,False,False,True,True,True
钏,True,True,True,False,False,True,True,True
钐,False,False,False,False,False,True,False,False
钑,False,False,False,False,False,True,False,False
钒,False,True,True,False,False,True,True,True
钓,True,True,True,False,False,True,True,True
钔,False,False,False,False,False,True,False,False
钕,False,False,False,False,False,True,False,False
钖,False,False,False,False,False,True,False,False
钗,True,True,True,False,False,True,True,True
钘,False,False,False,False,False,True,False,False
钙,True,True,True,False,False,True,True,True
钚,True,False,False,False,False,True,False,False
钛,True,True,True,False,False,True,True,True
钜,True,True,True,False,False,True,True,True
钝,True,True,True,False,False,True,True,True
钞,True,True,True,False,False,True,True,True
钟,True,True,True,False,False,True,True,True
钠,True,True,True,False,False,True,True,True
钡,False,True,True,False,False,True,True,True
钢,True,True,True,False,False,True,True,True
钣,False,True,True,False,False,True,True,True
钤,False,True,True,False,False,True,True,True
钥,True,True,True,False,False,True,True,True
钦,True,True,True,False,False,True,True,True
钧,True,True,True,False,False,True,True,True
钨,True,True,True,False,False,True,True,True
钩,True,True,True,False,False,True,True,True
钪,False,False,False,False,False,True,False,False
钫,False,False,False,False,False,True,False,False
钬,False,False,False,False,False,True,False,False
钭,False,False,False,False,False,True,False,False
钮,True,True,True,False,False,True,True,True
钯,False,True,True,False,False,True,True,True
钰,True,True,True,False,False,True,True,True
钱,True,True,True,False,False,True,True,True
钲,False,False,False,False,False,True,False,False
钳,True,True,True,False,False,True,True,True
钴,True,True,True,False,False,True,True,True
钵,True,True,True,False,False,True,True,True
钶,False,False,False,False,False,True,False,False
钷,False,False,False,False,False,True,False,False
钸,False,False,False,False,False,True,False,False
钹,False,False,False,False,False,True,False,False
钺,True,True,True,False,False,True,True,True
钻,True,True,True,False,False,True,True,True
钼,False,True,True,False,False,True,True,True
钽,False,False,False,False,False,True,False,False
钾,True,True,True,False,False,True,True,True
钿,False,True,True,False,False,True,True,True
铀,True,True,True,False,False,True,True,True
铁,True,True,True,False,False,True,True,True
铂,True,True,True,False,False,True,True,True
铃,True,True,True,False,False,True,True,True
铄,False,True,True,False,False,True,True,True
铅,True,True,True,False,False,True,True,True
铆,False,True,True,False,False,True,True,True
铇,False,False,False,False,False,True,False,False
铈,False,False,False,False,False,True,False,False
铉,True,True,True,False,False,True,True,True
铊,False,False,False,False,False,True,False,False
铋,False,False,False,False,False,True,False,False
铌,False,False,False,False,False,True,False,False
铍,False,False,False,False,False,True,False,False
铎,True,True,True,False,False,True,True,True
铏,False,False,False,False,False,True,False,False
铐,False,True,True,False,False,True,True,True
铑,False,False,False,False,False,True,False,False
铒,False,False,False,False,False,True,False,False
铓,False,False,False,False,False,True,False,False
铔,False,False,False,False,False,True,False,False
铕,False,False,False,False,False,True,False,False
铖,False,False,False,False,False,True,False,False
铗,False,False,False,False,False,True,False,False
铘,False,False,False,False,False,True,False,False
铙,False,False,False,False,False,True,False,False
铚,False,False,False,False,False,True,False,False
铛,False,True,True,False,False,True,True,True
铜,True,True,True,False,False,True,True,True
铝,True,True,True,False,False,True,True,True
铞,False,False,False,False,False,True,False,False
铟,False,False,False,False,False,True,False,False
铠,True,True,True,False,False,True,True,True
铡,False,True,True,False,False,True,True,True
铢,False,True,True,False,False,True,True,True
铣,False,True,True,False,False,True,True,True
铤,False,True,True,False,False,True,True,True
铥,False,False,False,False,False,True,False,False
铦,False,False,False,False,False,True,False,False
铧,False,False,False,False,False,True,False,False
铨,True,True,True,False,False,True,True,True
铩,False,True,True,False,False,True,True,True
铪,False,False,False,False,False,True,False,False
铫,False,False,False,False,False,True,False,False
铬,True,True,True,False,False,True,True,True
铭,True,True,True,False,False,True,True,True
铮,True,True,True,False,False,True,True,True
铯,False,False,False,False,False,True,False,False
铰,False,True,True,False,False,True,True,True
铱,False,False,False,False,False,True,False,False
铲,True,True,True,False,False,True,True,True
铳,True,False,False,False,False,True,False,False
铴,False,False,False,False,False,True,False,False
铵,True,True,True,False,False,True,True,True
银,True,True,True,False,False,True,True,True
铷,False,False,False,False,False,True,False,False
铸,True,True,True,False,False,True,True,True
铹,False,False,False,False,False,True,False,False
铺,True,True,True,False,False,True,True,True
铻,False,False,False,False,False,True,False,False
铼,False,False,False,False,False,True,False,False
铽,False,False,False,False,False,True,False,False
链,True,True,True,False,False,True,True,True
铿,True,True,True,False,False,True,True,True
销,True,True,True,False,False,True,True,True
锁,True,True,True,False,False,True,True,True
锂,True,True,True,False,False,True,True,True
锃,False,False,False,False,False,True,False,False
锄,True,True,True,False,False,True,True,True
锅,True,True,True,False,False,True,True,True
锆,False,True,True,False,False,True,True,True
锇,False,False,False,False,False,True,False,False
锈,True,True,True,False,False,True,True,True
锉,False,True,True,False,False,True,True,True
锊,False,False,False,False,False,True,False,False
锋,True,True,True,False,False,True,True,True
锌,True,True,True,False,False,True,True,True
锍,False,False,False,False,False,True,False,False
锎,False,False,False,False,False,True,False,False
锏,False,True,True,False,False,True,True,True
锐,True,True,True,False,False,True,True,True
锑,False,True,True,False,False,True,True,True
锒,False,False,False,False,False,True,False,False
锓,False,False,False,False,False,True,False,False
锔,False,False,False,False,False,True,False,False
锕,False,False,False,False,False,True,False,False
锖,False,False,False,False,False,True,False,False
锗,False,False,False,False,False,True,False,False
锘,False,False,False,False,False,True,False,False
错,True,True,True,False,False,True,True,True
锚,True,True,True,False,False,True,True,True
锛,False,False,False,False,False,True,False,False
锜,False,False,False,False,False,True,False,False
锝,False,False,False,False,False,True,False,False
锞,False,False,False,False,False,True,False,False
锟,True,True,True,False,False,True,True,True
锠,False,False,False,False,False,True,False,False
锡,True,True,True,False,False,True,True,True
